hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Metro Hospital,28.65,77.25,2024,11,93,82,Cardiology,Dr Wright,No,Yes,3,329,0
Metro Hospital,28.65,77.25,2022,9,41,19,Cardiology,Dr Wright,Yes,No,3,349,4
City Hospital,28.61,77.2,2022,5,11,10,Orthopedic,Dr Reddy,Yes,No,2,215,7
City Hospital,28.61,77.2,2023,7,49,35,Cardiology,Dr Lee,Yes,No,3,393,4
Metro Hospital,28.65,77.25,2023,6,3,6,Cardiology,Dr Kim,Yes,No,3,387,7
Metro Hospital,28.65,77.25,2023,9,42,52,Orthopedic,Dr Reddy,No,Yes,2,257,6
Metro Hospital,28.65,77.25,2024,4,11,10,Orthopedic,Dr Patel,Yes,No,2,275,9
Green Valley Hospital,28.7,77.3,2023,16,49,35,Cardiology,Dr Wright,Yes,No,3,343,6
Green Valley Hospital,28.7,77.3,2022,22,28,16,Orthopedic,Dr Patel,Yes,No,2,295,8
Metro Hospital,28.65,77.25,2022,17,50,32,Cardiology,Dr Lee,Yes,No,3,391,4
Metro Hospital,28.65,77.25,2023,12,143,97,Emergency,Dr Allen,Yes,No,0,43,0
City Hospital,28.61,77.2,2024,12,70,38,Dental,Dr Wong,Yes,No,1,180,2
Green Valley Hospital,28.7,77.3,2023,1,4,4,Cardiology,Dr Gupta,Yes,No,3,348,6
City Hospital,28.61,77.2,2023,19,59,37,X-ray,Dr Ray,Yes,No,4,487,3
Metro Hospital,28.65,77.25,2024,5,10,7,X-ray,Dr Ray,Yes,No,4,439,8
Green Valley Hospital,28.7,77.3,2023,15,43,29,Dental,Dr Singh,Yes,No,1,183,5
Metro Hospital,28.65,77.25,2022,21,2,4,Dental,Dr Ali,Yes,No,1,127,7
Metro Hospital,28.65,77.25,2023,9,31,17,Orthopedic,Dr Patel,Yes,No,2,284,6
Green Valley Hospital,28.7,77.3,2023,3,5,4,Orthopedic,Dr Reddy,Yes,No,2,225,8
City Hospital,28.61,77.2,2024,17,54,30,Dental,Dr Wong,Yes,No,1,148,5
Green Valley Hospital,28.7,77.3,2024,12,166,108,Emergency,Dr Allen,Yes,No,0,87,0
Metro Hospital,28.65,77.25,2024,7,33,22,Orthopedic,Dr Patel,Yes,No,2,259,8
Metro Hospital,28.65,77.25,2023,10,75,46,Dental,Dr Wong,Yes,No,1,178,2
Green Valley Hospital,28.7,77.3,2024,6,4,4,Orthopedic,Dr Verma,Yes,No,2,283,7
City Hospital,28.61,77.2,2024,16,38,25,Orthopedic,Dr Patel,Yes,No,2,272,7
Metro Hospital,28.65,77.25,2023,7,40,18,Cardiology,Dr Kim,Yes,No,3,327,6
Green Valley Hospital,28.7,77.3,2022,14,79,50,Orthopedic,Dr Verma,Yes,No,2,293,2
Green Valley Hospital,28.7,77.3,2024,22,1,3,Dental,Dr Singh,Yes,No,1,186,5
City Hospital,28.61,77.2,2023,17,99,47,Emergency,Dr Allen,Yes,No,0,70,2
Metro Hospital,28.65,77.25,2023,21,64,40,X-ray,Dr Das,Yes,No,4,474,3
Green Valley Hospital,28.7,77.3,2022,0,49,34,Cardiology,Dr Kim,Yes,No,3,357,4
City Hospital,28.61,77.2,2024,4,33,17,Emergency,Dr Smith,Yes,No,0,70,6
Metro Hospital,28.65,77.25,2022,4,3,40,Dental,Dr Singh,No,Yes,1,158,5
Metro Hospital,28.65,77.25,2022,18,69,37,X-ray,Dr Das,Yes,No,4,427,2
City Hospital,28.61,77.2,2023,0,34,22,Cardiology,Dr Wright,Yes,No,3,382,6
Metro Hospital,28.65,77.25,2023,12,72,48,Dental,Dr Singh,Yes,No,1,133,4
Green Valley Hospital,28.7,77.3,2024,6,3,5,Cardiology,Dr Lee,Yes,No,3,352,7
Green Valley Hospital,28.7,77.3,2023,14,72,46,Dental,Dr Ali,Yes,No,1,153,3
Green Valley Hospital,28.7,77.3,2022,6,2,42,Dental,Dr Singh,No,Yes,1,130,7
Green Valley Hospital,28.7,77.3,2024,15,38,28,X-ray,Dr Das,Yes,No,4,443,6
City Hospital,28.61,77.2,2022,19,136,83,Emergency,Dr Smith,Yes,No,0,40,0
Metro Hospital,28.65,77.25,2024,22,41,25,X-ray,Dr Ray,Yes,No,4,446,5
Metro Hospital,28.65,77.25,2022,18,64,39,X-ray,Dr Ray,Yes,No,4,494,3
Metro Hospital,28.65,77.25,2022,3,3,2,Orthopedic,Dr Patel,Yes,No,2,238,7
Metro Hospital,28.65,77.25,2024,3,45,29,Emergency,Dr Smith,Yes,No,0,73,4
City Hospital,28.61,77.2,2022,14,162,117,Emergency,Dr Khan,No,Yes,0,75,0
Green Valley Hospital,28.7,77.3,2023,7,35,41,Cardiology,Dr Gupta,No,Yes,3,362,7
Green Valley Hospital,28.7,77.3,2024,0,51,67,Orthopedic,Dr Reddy,No,Yes,2,219,4
Green Valley Hospital,28.7,77.3,2024,4,3,3,Orthopedic,Dr Reddy,Yes,No,2,299,8
Metro Hospital,28.65,77.25,2022,13,87,41,Dental,Dr Wong,Yes,No,1,180,2
City Hospital,28.61,77.2,2022,10,132,64,Emergency,Dr Allen,Yes,No,0,28,0
City Hospital,28.61,77.2,2023,2,6,6,Cardiology,Dr Gupta,Yes,No,3,336,7
City Hospital,28.61,77.2,2023,7,82,56,Emergency,Dr Allen,Yes,No,0,57,4
Green Valley Hospital,28.7,77.3,2023,1,6,29,Orthopedic,Dr Verma,No,Yes,2,234,10
Green Valley Hospital,28.7,77.3,2022,9,51,61,Cardiology,Dr Gupta,No,Yes,3,330,4
Green Valley Hospital,28.7,77.3,2023,13,51,30,X-ray,Dr Ray,Yes,No,4,487,4
Green Valley Hospital,28.7,77.3,2024,17,26,14,X-ray,Dr Ray,Yes,No,4,479,7
Green Valley Hospital,28.7,77.3,2024,3,14,7,X-ray,Dr Das,Yes,No,4,442,6
City Hospital,28.61,77.2,2022,0,96,96,Emergency,Dr Smith,No,Yes,0,97,1
Green Valley Hospital,28.7,77.3,2024,4,32,15,Emergency,Dr Smith,Yes,No,0,61,6
Metro Hospital,28.65,77.25,2023,16,49,70,Orthopedic,Dr Patel,No,Yes,2,212,4
Metro Hospital,28.65,77.25,2023,22,0,0,Dental,Dr Wong,Yes,No,1,170,9
Metro Hospital,28.65,77.25,2023,13,92,52,Dental,Dr Singh,Yes,No,1,168,1
Metro Hospital,28.65,77.25,2022,11,61,75,Cardiology,Dr Lee,No,Yes,3,398,4
City Hospital,28.61,77.2,2024,22,35,26,Orthopedic,Dr Patel,Yes,No,2,247,5
Metro Hospital,28.65,77.25,2023,23,51,32,Orthopedic,Dr Sharma,Yes,No,2,292,2
Metro Hospital,28.65,77.25,2024,11,70,72,Cardiology,Dr Lee,No,Yes,3,312,3
City Hospital,28.61,77.2,2022,13,94,48,Orthopedic,Dr Verma,Yes,No,2,215,0
Metro Hospital,28.65,77.25,2024,8,99,43,Emergency,Dr Doe,Yes,No,0,83,0
Green Valley Hospital,28.7,77.3,2024,8,101,56,Emergency,Dr Doe,Yes,No,0,80,0
Green Valley Hospital,28.7,77.3,2024,15,41,23,Dental,Dr Wong,Yes,No,1,186,5
City Hospital,28.61,77.2,2023,3,5,4,Cardiology,Dr Kim,Yes,No,3,356,7
City Hospital,28.61,77.2,2024,6,9,8,Cardiology,Dr Wright,Yes,No,3,359,9
Green Valley Hospital,28.7,77.3,2022,1,6,3,Orthopedic,Dr Verma,Yes,No,2,237,5
Green Valley Hospital,28.7,77.3,2023,19,80,44,Cardiology,Dr Gupta,Yes,No,3,398,1
Metro Hospital,28.65,77.25,2022,19,169,117,Emergency,Dr Doe,Yes,No,0,24,0
City Hospital,28.61,77.2,2023,13,89,40,Orthopedic,Dr Verma,Yes,No,2,277,0
Metro Hospital,28.65,77.25,2023,10,82,47,Dental,Dr Ali,Yes,No,1,123,2
City Hospital,28.61,77.2,2022,23,49,34,Cardiology,Dr Kim,Yes,No,3,375,5
Green Valley Hospital,28.7,77.3,2023,20,89,59,Cardiology,Dr Gupta,Yes,No,3,339,1
Green Valley Hospital,28.7,77.3,2024,8,33,42,Cardiology,Dr Gupta,No,Yes,3,310,6
Green Valley Hospital,28.7,77.3,2023,6,0,0,Dental,Dr Wong,Yes,No,1,143,10
Green Valley Hospital,28.7,77.3,2023,12,137,77,Emergency,Dr Smith,Yes,No,0,66,0
City Hospital,28.61,77.2,2023,12,79,75,Cardiology,Dr Gupta,No,Yes,3,379,4
City Hospital,28.61,77.2,2022,7,86,95,Emergency,Dr Doe,No,Yes,0,25,3
City Hospital,28.61,77.2,2023,5,10,5,Cardiology,Dr Wright,Yes,No,3,343,6
Green Valley Hospital,28.7,77.3,2022,10,139,72,Emergency,Dr Smith,Yes,No,0,39,0
Green Valley Hospital,28.7,77.3,2022,13,139,85,Emergency,Dr Khan,Yes,No,0,14,0
City Hospital,28.61,77.2,2023,13,71,41,Cardiology,Dr Lee,Yes,No,3,313,3
City Hospital,28.61,77.2,2024,19,82,50,Cardiology,Dr Kim,Yes,No,3,356,1
Green Valley Hospital,28.7,77.3,2023,4,45,23,Emergency,Dr Khan,Yes,No,0,76,6
City Hospital,28.61,77.2,2023,1,3,5,Dental,Dr Wong,Yes,No,1,155,9
City Hospital,28.61,77.2,2022,11,64,75,Cardiology,Dr Wright,No,Yes,3,329,4
Green Valley Hospital,28.7,77.3,2023,19,57,29,X-ray,Dr Ray,Yes,No,4,467,5
Metro Hospital,28.65,77.25,2024,16,53,32,Dental,Dr Singh,Yes,No,1,122,3
Metro Hospital,28.65,77.25,2023,19,86,61,Cardiology,Dr Gupta,Yes,No,3,376,2
City Hospital,28.61,77.2,2023,11,133,102,Emergency,Dr Doe,No,Yes,0,98,0
City Hospital,28.61,77.2,2022,19,77,53,Dental,Dr Ali,Yes,No,1,154,2
Metro Hospital,28.65,77.25,2022,7,2,3,Dental,Dr Wong,Yes,No,1,154,7
Metro Hospital,28.65,77.25,2023,7,83,55,Emergency,Dr Allen,Yes,No,0,67,2
Metro Hospital,28.65,77.25,2024,1,41,20,Emergency,Dr Smith,Yes,No,0,29,4
City Hospital,28.61,77.2,2022,2,42,18,Emergency,Dr Khan,Yes,No,0,11,5
Metro Hospital,28.65,77.25,2024,10,83,44,Orthopedic,Dr Verma,Yes,No,2,268,1
City Hospital,28.61,77.2,2023,11,92,51,Dental,Dr Wong,Yes,No,1,184,1
Green Valley Hospital,28.7,77.3,2023,2,17,8,X-ray,Dr Das,Yes,No,4,439,8
Metro Hospital,28.65,77.25,2023,11,63,33,Cardiology,Dr Kim,Yes,No,3,367,3
Green Valley Hospital,28.7,77.3,2024,21,70,30,X-ray,Dr Ray,Yes,No,4,416,4
City Hospital,28.61,77.2,2022,5,19,10,X-ray,Dr Das,Yes,No,4,491,8
City Hospital,28.61,77.2,2023,3,23,36,Emergency,Dr Allen,No,Yes,0,73,6
Metro Hospital,28.65,77.25,2024,22,44,44,X-ray,Dr Das,No,Yes,4,446,4
Metro Hospital,28.65,77.25,2022,3,11,11,Orthopedic,Dr Sharma,Yes,No,2,230,7
Metro Hospital,28.65,77.25,2022,6,2,39,Dental,Dr Wong,No,Yes,1,123,8
Metro Hospital,28.65,77.25,2022,13,48,32,X-ray,Dr Das,Yes,No,4,486,4
City Hospital,28.61,77.2,2023,16,26,53,Dental,Dr Wong,No,Yes,1,165,6
Metro Hospital,28.65,77.25,2023,22,51,30,Cardiology,Dr Lee,Yes,No,3,339,3
Green Valley Hospital,28.7,77.3,2022,1,4,30,Orthopedic,Dr Verma,No,Yes,2,244,7
Green Valley Hospital,28.7,77.3,2023,7,72,46,Emergency,Dr Allen,Yes,No,0,27,4
Metro Hospital,28.65,77.25,2023,18,158,69,Emergency,Dr Khan,Yes,No,0,12,0
Green Valley Hospital,28.7,77.3,2024,14,90,40,Cardiology,Dr Lee,Yes,No,3,357,0
City Hospital,28.61,77.2,2023,10,71,38,Dental,Dr Ali,Yes,No,1,140,4
Green Valley Hospital,28.7,77.3,2024,0,51,25,Cardiology,Dr Gupta,Yes,No,3,314,6
Metro Hospital,28.65,77.25,2023,23,32,19,X-ray,Dr Das,Yes,No,4,496,6
Metro Hospital,28.65,77.25,2024,20,85,47,Orthopedic,Dr Sharma,Yes,No,2,275,1
City Hospital,28.61,77.2,2023,3,12,9,X-ray,Dr Das,Yes,No,4,445,7
Metro Hospital,28.65,77.25,2023,14,94,66,Orthopedic,Dr Reddy,Yes,No,2,217,1
Metro Hospital,28.65,77.25,2022,2,42,20,Emergency,Dr Khan,Yes,No,0,72,5
City Hospital,28.61,77.2,2023,2,7,35,Orthopedic,Dr Sharma,No,Yes,2,262,8
Green Valley Hospital,28.7,77.3,2023,0,3,2,Dental,Dr Wong,Yes,No,1,133,5
Green Valley Hospital,28.7,77.3,2022,8,54,34,Cardiology,Dr Lee,Yes,No,3,352,4
City Hospital,28.61,77.2,2023,0,46,20,X-ray,Dr Ray,Yes,No,4,486,5
Metro Hospital,28.65,77.25,2024,0,48,25,Cardiology,Dr Gupta,Yes,No,3,346,6
City Hospital,28.61,77.2,2024,2,32,15,Emergency,Dr Khan,Yes,No,0,24,5
City Hospital,28.61,77.2,2023,23,2,6,Dental,Dr Wong,Yes,No,1,112,8
City Hospital,28.61,77.2,2022,18,149,65,Emergency,Dr Doe,Yes,No,0,74,0
Green Valley Hospital,28.7,77.3,2024,20,93,92,Dental,Dr Singh,No,Yes,1,156,2
City Hospital,28.61,77.2,2024,9,29,22,Cardiology,Dr Gupta,Yes,No,3,384,7
Metro Hospital,28.65,77.25,2022,3,2,2,Cardiology,Dr Lee,Yes,No,3,387,6
Metro Hospital,28.65,77.25,2022,13,167,80,Emergency,Dr Khan,Yes,No,0,12,0
Metro Hospital,28.65,77.25,2023,19,58,25,X-ray,Dr Ray,Yes,No,4,439,4
Metro Hospital,28.65,77.25,2022,5,4,7,Cardiology,Dr Gupta,Yes,No,3,366,9
Metro Hospital,28.65,77.25,2024,19,69,33,X-ray,Dr Das,Yes,No,4,451,2
Metro Hospital,28.65,77.25,2023,5,9,6,Orthopedic,Dr Sharma,Yes,No,2,271,7
Green Valley Hospital,28.7,77.3,2022,22,51,36,Orthopedic,Dr Verma,Yes,No,2,241,5
Metro Hospital,28.65,77.25,2024,13,125,60,Emergency,Dr Allen,Yes,No,0,78,0
Green Valley Hospital,28.7,77.3,2022,15,88,41,Emergency,Dr Khan,Yes,No,0,11,2
City Hospital,28.61,77.2,2024,4,50,25,Emergency,Dr Allen,Yes,No,0,32,4
Green Valley Hospital,28.7,77.3,2023,5,0,0,Dental,Dr Singh,Yes,No,1,127,6
Metro Hospital,28.65,77.25,2024,23,110,76,Emergency,Dr Allen,Yes,No,0,34,0
Metro Hospital,28.65,77.25,2024,2,3,5,Orthopedic,Dr Reddy,Yes,No,2,270,6
City Hospital,28.61,77.2,2024,7,81,38,Emergency,Dr Doe,Yes,No,0,10,4
Green Valley Hospital,28.7,77.3,2023,23,3,4,Dental,Dr Singh,Yes,No,1,162,8
Green Valley Hospital,28.7,77.3,2023,9,36,24,Dental,Dr Ali,Yes,No,1,173,6
City Hospital,28.61,77.2,2024,2,2,1,Cardiology,Dr Gupta,Yes,No,3,336,10
City Hospital,28.61,77.2,2022,3,52,23,Emergency,Dr Smith,Yes,No,0,65,2
Green Valley Hospital,28.7,77.3,2022,19,177,120,Emergency,Dr Allen,Yes,No,0,37,0
City Hospital,28.61,77.2,2023,23,43,30,X-ray,Dr Ray,Yes,No,4,430,5
Metro Hospital,28.65,77.25,2024,4,11,8,Cardiology,Dr Lee,Yes,No,3,387,7
Metro Hospital,28.65,77.25,2023,7,25,19,Orthopedic,Dr Patel,Yes,No,2,235,9
Green Valley Hospital,28.7,77.3,2023,12,78,54,Orthopedic,Dr Sharma,Yes,No,2,242,1
Metro Hospital,28.65,77.25,2022,23,2,4,Dental,Dr Wong,Yes,No,1,192,7
Green Valley Hospital,28.7,77.3,2023,11,76,34,Orthopedic,Dr Patel,Yes,No,2,245,3
Metro Hospital,28.65,77.25,2024,22,37,29,Cardiology,Dr Wright,Yes,No,3,346,4
Green Valley Hospital,28.7,77.3,2024,13,94,92,Cardiology,Dr Lee,No,Yes,3,357,2
Green Valley Hospital,28.7,77.3,2022,5,9,8,Cardiology,Dr Gupta,Yes,No,3,399,10
Green Valley Hospital,28.7,77.3,2024,6,7,6,Orthopedic,Dr Patel,Yes,No,2,221,9
Green Valley Hospital,28.7,77.3,2022,9,98,57,Emergency,Dr Doe,Yes,No,0,92,0
City Hospital,28.61,77.2,2022,21,3,25,Dental,Dr Singh,No,Yes,1,158,6
City Hospital,28.61,77.2,2023,14,76,40,Dental,Dr Ali,Yes,No,1,172,3
Metro Hospital,28.65,77.25,2024,10,87,39,Dental,Dr Wong,Yes,No,1,143,1
Metro Hospital,28.65,77.25,2024,20,92,39,Orthopedic,Dr Sharma,Yes,No,2,296,0
City Hospital,28.61,77.2,2022,11,77,50,Orthopedic,Dr Reddy,Yes,No,2,228,2
Metro Hospital,28.65,77.25,2024,7,3,7,Dental,Dr Ali,Yes,No,1,144,5
Green Valley Hospital,28.7,77.3,2023,22,51,60,Orthopedic,Dr Patel,No,Yes,2,242,5
City Hospital,28.61,77.2,2023,17,38,23,X-ray,Dr Ray,Yes,No,4,495,5
Green Valley Hospital,28.7,77.3,2024,20,69,38,X-ray,Dr Das,Yes,No,4,462,4
Green Valley Hospital,28.7,77.3,2022,17,30,14,Cardiology,Dr Gupta,Yes,No,3,392,6
Green Valley Hospital,28.7,77.3,2022,0,108,78,Emergency,Dr Doe,Yes,No,0,67,0
Metro Hospital,28.65,77.25,2023,5,26,18,Emergency,Dr Allen,Yes,No,0,64,3
Green Valley Hospital,28.7,77.3,2022,5,14,11,X-ray,Dr Das,Yes,No,4,499,8
City Hospital,28.61,77.2,2023,17,45,21,Cardiology,Dr Gupta,Yes,No,3,311,5
City Hospital,28.61,77.2,2024,11,57,34,X-ray,Dr Ray,Yes,No,4,457,4
Green Valley Hospital,28.7,77.3,2023,22,42,28,X-ray,Dr Ray,Yes,No,4,496,6
Green Valley Hospital,28.7,77.3,2022,1,9,10,Orthopedic,Dr Sharma,Yes,No,2,298,6
Metro Hospital,28.65,77.25,2022,9,64,33,Emergency,Dr Khan,Yes,No,0,68,5
Metro Hospital,28.65,77.25,2022,1,3,2,Dental,Dr Ali,Yes,No,1,130,7
Green Valley Hospital,28.7,77.3,2024,10,92,66,Orthopedic,Dr Reddy,Yes,No,2,232,0
Green Valley Hospital,28.7,77.3,2023,20,76,44,Dental,Dr Ali,Yes,No,1,188,3
Green Valley Hospital,28.7,77.3,2023,10,70,41,Dental,Dr Ali,Yes,No,1,127,3
Metro Hospital,28.65,77.25,2024,15,34,17,Cardiology,Dr Lee,Yes,No,3,393,4
City Hospital,28.61,77.2,2024,17,34,20,Cardiology,Dr Gupta,Yes,No,3,364,5
Metro Hospital,28.65,77.25,2023,8,35,22,Dental,Dr Singh,Yes,No,1,144,7
Green Valley Hospital,28.7,77.3,2024,19,104,56,Cardiology,Dr Gupta,Yes,No,3,387,1
City Hospital,28.61,77.2,2022,1,3,6,Dental,Dr Wong,Yes,No,1,167,8
City Hospital,28.61,77.2,2022,13,58,37,X-ray,Dr Das,Yes,No,4,489,3
Metro Hospital,28.65,77.25,2023,14,135,93,Emergency,Dr Khan,No,Yes,0,12,0
City Hospital,28.61,77.2,2024,7,2,5,Dental,Dr Ali,Yes,No,1,164,9
Green Valley Hospital,28.7,77.3,2022,4,33,17,Emergency,Dr Allen,Yes,No,0,30,5
Green Valley Hospital,28.7,77.3,2023,3,11,44,Cardiology,Dr Lee,No,Yes,3,355,7
City Hospital,28.61,77.2,2022,13,66,33,X-ray,Dr Das,Yes,No,4,478,3
Metro Hospital,28.65,77.25,2022,3,12,32,X-ray,Dr Das,No,Yes,4,467,7
City Hospital,28.61,77.2,2022,5,34,26,Emergency,Dr Khan,Yes,No,0,68,2
City Hospital,28.61,77.2,2022,6,10,8,Orthopedic,Dr Sharma,Yes,No,2,285,9
Metro Hospital,28.65,77.25,2024,12,61,35,Orthopedic,Dr Sharma,Yes,No,2,211,3
Green Valley Hospital,28.7,77.3,2024,22,94,80,Emergency,Dr Doe,No,Yes,0,66,2
City Hospital,28.61,77.2,2023,13,142,84,Emergency,Dr Khan,Yes,No,0,64,0
Metro Hospital,28.65,77.25,2024,10,69,51,Orthopedic,Dr Sharma,Yes,No,2,251,5
City Hospital,28.61,77.2,2024,16,46,34,Dental,Dr Singh,Yes,No,1,115,4
Metro Hospital,28.65,77.25,2023,7,34,19,Cardiology,Dr Kim,Yes,No,3,372,7
Green Valley Hospital,28.7,77.3,2024,8,74,39,Emergency,Dr Allen,Yes,No,0,15,4
Green Valley Hospital,28.7,77.3,2023,4,16,48,X-ray,Dr Ray,No,Yes,4,434,6
Green Valley Hospital,28.7,77.3,2024,19,62,25,X-ray,Dr Ray,Yes,No,4,459,5
City Hospital,28.61,77.2,2024,10,150,89,Emergency,Dr Allen,Yes,No,0,99,0
Green Valley Hospital,28.7,77.3,2023,13,86,44,Cardiology,Dr Gupta,Yes,No,3,397,2
Green Valley Hospital,28.7,77.3,2022,10,64,37,X-ray,Dr Das,Yes,No,4,454,4
Green Valley Hospital,28.7,77.3,2022,22,42,23,Orthopedic,Dr Verma,Yes,No,2,286,4
Green Valley Hospital,28.7,77.3,2023,21,167,102,Emergency,Dr Doe,Yes,No,0,99,0
Green Valley Hospital,28.7,77.3,2022,6,8,4,Cardiology,Dr Wright,Yes,No,3,350,6
City Hospital,28.61,77.2,2023,0,3,6,Dental,Dr Ali,Yes,No,1,163,7
Metro Hospital,28.65,77.25,2024,22,84,59,Emergency,Dr Smith,Yes,No,0,16,2
City Hospital,28.61,77.2,2023,7,106,67,Emergency,Dr Allen,Yes,No,0,12,0
Green Valley Hospital,28.7,77.3,2023,16,44,24,Orthopedic,Dr Reddy,Yes,No,2,251,5
Metro Hospital,28.65,77.25,2023,12,88,65,Cardiology,Dr Kim,Yes,No,3,383,2
Green Valley Hospital,28.7,77.3,2022,23,0,0,Dental,Dr Singh,Yes,No,1,185,6
Green Valley Hospital,28.7,77.3,2023,21,75,53,Cardiology,Dr Wright,Yes,No,3,337,3
Green Valley Hospital,28.7,77.3,2023,0,22,15,X-ray,Dr Ray,Yes,No,4,422,7
City Hospital,28.61,77.2,2024,1,2,3,Orthopedic,Dr Patel,Yes,No,2,246,7
Green Valley Hospital,28.7,77.3,2023,7,95,52,Emergency,Dr Smith,Yes,No,0,63,3
City Hospital,28.61,77.2,2022,7,101,46,Emergency,Dr Doe,Yes,No,0,29,0
City Hospital,28.61,77.2,2024,0,40,22,X-ray,Dr Ray,Yes,No,4,477,7
City Hospital,28.61,77.2,2023,8,38,21,X-ray,Dr Ray,Yes,No,4,470,4
City Hospital,28.61,77.2,2023,7,1,1,Dental,Dr Singh,Yes,No,1,187,6
City Hospital,28.61,77.2,2024,22,0,0,Dental,Dr Singh,No,Yes,1,129,10
City Hospital,28.61,77.2,2022,15,113,93,Emergency,Dr Smith,No,Yes,0,31,0
City Hospital,28.61,77.2,2022,7,83,51,Emergency,Dr Smith,Yes,No,0,18,1
Green Valley Hospital,28.7,77.3,2023,16,46,21,Cardiology,Dr Gupta,Yes,No,3,343,6
Metro Hospital,28.65,77.25,2024,11,115,52,Emergency,Dr Smith,Yes,No,0,69,0
Green Valley Hospital,28.7,77.3,2024,15,73,51,Emergency,Dr Allen,Yes,No,0,70,1
City Hospital,28.61,77.2,2024,8,54,27,Orthopedic,Dr Sharma,Yes,No,2,296,5
City Hospital,28.61,77.2,2023,22,45,25,Cardiology,Dr Lee,Yes,No,3,375,6
Green Valley Hospital,28.7,77.3,2022,11,65,36,X-ray,Dr Ray,Yes,No,4,414,5
Green Valley Hospital,28.7,77.3,2023,16,29,57,Orthopedic,Dr Verma,No,Yes,2,269,8
Metro Hospital,28.65,77.25,2024,23,37,17,Cardiology,Dr Gupta,Yes,No,3,346,7
Green Valley Hospital,28.7,77.3,2022,18,61,37,X-ray,Dr Ray,Yes,No,4,496,4
City Hospital,28.61,77.2,2023,16,37,28,Cardiology,Dr Gupta,Yes,No,3,367,6
Metro Hospital,28.65,77.25,2022,3,5,5,Orthopedic,Dr Reddy,Yes,No,2,263,6
Green Valley Hospital,28.7,77.3,2023,9,38,60,X-ray,Dr Das,No,Yes,4,498,5
Metro Hospital,28.65,77.25,2022,8,40,29,Dental,Dr Singh,Yes,No,1,177,4
City Hospital,28.61,77.2,2023,5,4,5,Cardiology,Dr Gupta,Yes,No,3,328,6
Green Valley Hospital,28.7,77.3,2024,20,163,103,Emergency,Dr Doe,Yes,No,0,63,0
City Hospital,28.61,77.2,2022,21,86,51,Orthopedic,Dr Verma,Yes,No,2,294,0
Metro Hospital,28.65,77.25,2023,17,48,25,Cardiology,Dr Lee,Yes,No,3,362,4
Green Valley Hospital,28.7,77.3,2024,6,7,8,Orthopedic,Dr Reddy,Yes,No,2,245,10
Green Valley Hospital,28.7,77.3,2024,9,33,22,X-ray,Dr Das,Yes,No,4,436,7
Metro Hospital,28.65,77.25,2022,1,39,61,Emergency,Dr Doe,No,Yes,0,81,2
Green Valley Hospital,28.7,77.3,2024,12,70,44,Dental,Dr Wong,Yes,No,1,152,1
Green Valley Hospital,28.7,77.3,2022,21,99,41,Orthopedic,Dr Patel,Yes,No,2,286,1
City Hospital,28.61,77.2,2024,3,43,19,Emergency,Dr Allen,Yes,No,0,17,3
Metro Hospital,28.65,77.25,2022,9,25,19,Dental,Dr Singh,Yes,No,1,182,9
Green Valley Hospital,28.7,77.3,2024,21,0,0,Dental,Dr Singh,Yes,No,1,136,5
Metro Hospital,28.65,77.25,2024,21,65,39,X-ray,Dr Das,Yes,No,4,422,4
Green Valley Hospital,28.7,77.3,2022,3,3,5,Orthopedic,Dr Patel,Yes,No,2,251,8
City Hospital,28.61,77.2,2024,0,54,35,Cardiology,Dr Wright,Yes,No,3,313,5
Green Valley Hospital,28.7,77.3,2024,16,38,23,Orthopedic,Dr Verma,Yes,No,2,244,8
Metro Hospital,28.65,77.25,2023,19,91,84,Orthopedic,Dr Patel,No,Yes,2,252,2
City Hospital,28.61,77.2,2024,2,0,0,Dental,Dr Wong,Yes,No,1,179,8
City Hospital,28.61,77.2,2024,7,87,53,Emergency,Dr Doe,Yes,No,0,53,3
City Hospital,28.61,77.2,2023,2,13,8,X-ray,Dr Ray,Yes,No,4,454,7
City Hospital,28.61,77.2,2024,2,5,39,Cardiology,Dr Kim,No,Yes,3,392,5
Green Valley Hospital,28.7,77.3,2023,12,66,36,Cardiology,Dr Kim,Yes,No,3,322,3
City Hospital,28.61,77.2,2022,21,2,3,Dental,Dr Wong,Yes,No,1,173,6
Metro Hospital,28.65,77.25,2024,8,34,14,X-ray,Dr Ray,Yes,No,4,462,4
City Hospital,28.61,77.2,2022,5,11,8,X-ray,Dr Das,Yes,No,4,448,6
Metro Hospital,28.65,77.25,2023,15,38,24,Orthopedic,Dr Reddy,Yes,No,2,273,5
Metro Hospital,28.65,77.25,2024,23,44,28,Orthopedic,Dr Verma,Yes,No,2,236,5
Metro Hospital,28.65,77.25,2022,10,90,48,Dental,Dr Ali,Yes,No,1,152,1
Green Valley Hospital,28.7,77.3,2022,0,34,20,X-ray,Dr Ray,Yes,No,4,422,4
Metro Hospital,28.65,77.25,2024,11,90,56,Cardiology,Dr Wright,Yes,No,3,321,0
Green Valley Hospital,28.7,77.3,2022,9,38,49,X-ray,Dr Das,No,Yes,4,454,6
Metro Hospital,28.65,77.25,2024,11,160,98,Emergency,Dr Khan,Yes,No,0,53,0
Metro Hospital,28.65,77.25,2023,10,60,59,Cardiology,Dr Lee,No,Yes,3,382,3
City Hospital,28.61,77.2,2022,20,141,94,Emergency,Dr Khan,Yes,No,0,65,0
