hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Metro Hospital,28.65,77.25,2022,1,11,9,Orthopedic,Dr Patel,Yes,No,2,217,9
Metro Hospital,28.65,77.25,2024,13,69,51,X-ray,Dr Ray,Yes,No,4,479,3
Green Valley Hospital,28.7,77.3,2024,17,61,42,Emergency,Dr Doe,Yes,No,0,76,3
City Hospital,28.61,77.2,2022,9,41,26,Orthopedic,Dr Patel,Yes,No,2,244,4
Metro Hospital,28.65,77.25,2023,11,82,57,Orthopedic,Dr Reddy,Yes,No,2,262,3
Metro Hospital,28.65,77.25,2022,8,23,14,X-ray,Dr Ray,Yes,No,4,475,6
City Hospital,28.61,77.2,2023,14,86,55,Orthopedic,Dr Verma,Yes,No,2,299,2
Metro Hospital,28.65,77.25,2022,20,80,55,Dental,Dr Ali,Yes,No,1,131,3
Green Valley Hospital,28.7,77.3,2023,15,59,42,Emergency,Dr Allen,Yes,No,0,14,3
Green Valley Hospital,28.7,77.3,2022,10,81,56,Orthopedic,Dr Reddy,Yes,No,2,261,1
Green Valley Hospital,28.7,77.3,2023,6,44,32,Emergency,Dr Khan,Yes,No,0,58,4
Green Valley Hospital,28.7,77.3,2023,8,47,30,Dental,Dr Wong,Yes,No,1,137,5
Green Valley Hospital,28.7,77.3,2023,13,61,31,Cardiology,Dr Kim,Yes,No,3,313,5
Green Valley Hospital,28.7,77.3,2023,16,36,15,Orthopedic,Dr Patel,Yes,No,2,217,6
City Hospital,28.61,77.2,2022,5,2,3,Cardiology,Dr Wright,Yes,No,3,314,10
Green Valley Hospital,28.7,77.3,2024,20,181,128,Emergency,Dr Doe,Yes,No,0,18,0
City Hospital,28.61,77.2,2022,14,87,60,Orthopedic,Dr Reddy,Yes,No,2,231,1
City Hospital,28.61,77.2,2022,14,66,48,Orthopedic,Dr Patel,Yes,No,2,245,5
City Hospital,28.61,77.2,2023,0,35,20,X-ray,Dr Ray,Yes,No,4,498,5
City Hospital,28.61,77.2,2024,18,74,53,Cardiology,Dr Gupta,Yes,No,3,376,2
City Hospital,28.61,77.2,2024,7,3,5,Dental,Dr Ali,Yes,No,1,161,8
Green Valley Hospital,28.7,77.3,2024,0,39,22,X-ray,Dr Das,Yes,No,4,422,5
Metro Hospital,28.65,77.25,2024,13,69,86,Cardiology,Dr Wright,No,Yes,3,315,1
Metro Hospital,28.65,77.25,2024,6,10,8,Orthopedic,Dr Reddy,Yes,No,2,265,6
Metro Hospital,28.65,77.25,2024,19,84,52,Cardiology,Dr Gupta,Yes,No,3,326,1
Green Valley Hospital,28.7,77.3,2022,4,10,9,Cardiology,Dr Lee,Yes,No,3,375,8
Metro Hospital,28.65,77.25,2023,3,6,8,Cardiology,Dr Kim,Yes,No,3,356,8
City Hospital,28.61,77.2,2022,18,101,72,Orthopedic,Dr Verma,Yes,No,2,212,0
Green Valley Hospital,28.7,77.3,2022,17,33,20,Dental,Dr Singh,Yes,No,1,196,6
City Hospital,28.61,77.2,2022,16,44,26,Dental,Dr Wong,Yes,No,1,116,7
Green Valley Hospital,28.7,77.3,2023,12,161,102,Emergency,Dr Allen,Yes,No,0,56,0
Metro Hospital,28.65,77.25,2024,10,65,43,Dental,Dr Singh,Yes,No,1,160,4
Metro Hospital,28.65,77.25,2022,18,94,65,Dental,Dr Wong,Yes,No,1,114,0
City Hospital,28.61,77.2,2023,1,2,2,Dental,Dr Ali,Yes,No,1,132,10
Metro Hospital,28.65,77.25,2023,14,61,38,X-ray,Dr Ray,Yes,No,4,498,3
City Hospital,28.61,77.2,2024,0,0,0,Dental,Dr Wong,Yes,No,1,187,6
Metro Hospital,28.65,77.25,2022,21,166,101,Emergency,Dr Smith,No,Yes,0,54,0
Metro Hospital,28.65,77.25,2024,14,155,138,Emergency,Dr Smith,No,Yes,0,56,0
City Hospital,28.61,77.2,2023,13,67,36,Dental,Dr Wong,Yes,No,1,146,2
Metro Hospital,28.65,77.25,2024,18,88,75,Dental,Dr Singh,No,Yes,1,179,3
City Hospital,28.61,77.2,2024,16,61,42,Emergency,Dr Allen,Yes,No,0,88,3
Metro Hospital,28.65,77.25,2024,8,25,16,Cardiology,Dr Lee,Yes,No,3,388,9
Metro Hospital,28.65,77.25,2023,18,88,85,Dental,Dr Singh,No,Yes,1,155,0
Metro Hospital,28.65,77.25,2022,7,88,64,Emergency,Dr Allen,Yes,No,0,47,1
Green Valley Hospital,28.7,77.3,2022,4,7,4,Cardiology,Dr Gupta,Yes,No,3,310,6
City Hospital,28.61,77.2,2024,20,66,38,X-ray,Dr Das,Yes,No,4,489,4
Green Valley Hospital,28.7,77.3,2022,0,3,4,Dental,Dr Singh,Yes,No,1,165,6
Green Valley Hospital,28.7,77.3,2024,21,1,33,Dental,Dr Ali,No,Yes,1,162,6
City Hospital,28.61,77.2,2023,19,158,80,Emergency,Dr Khan,Yes,No,0,20,0
Green Valley Hospital,28.7,77.3,2024,22,84,44,Emergency,Dr Allen,Yes,No,0,77,3
Metro Hospital,28.65,77.25,2022,18,93,54,Dental,Dr Wong,Yes,No,1,172,2
Metro Hospital,28.65,77.25,2024,20,129,83,Emergency,Dr Allen,Yes,No,0,89,0
Green Valley Hospital,28.7,77.3,2023,17,50,36,Cardiology,Dr Lee,Yes,No,3,377,5
City Hospital,28.61,77.2,2023,23,36,53,X-ray,Dr Ray,No,Yes,4,410,3
City Hospital,28.61,77.2,2023,8,115,81,Emergency,Dr Allen,Yes,No,0,54,0
Metro Hospital,28.65,77.25,2022,6,9,5,Orthopedic,Dr Sharma,Yes,No,2,262,10
Green Valley Hospital,28.7,77.3,2024,17,30,15,Orthopedic,Dr Sharma,Yes,No,2,288,5
Metro Hospital,28.65,77.25,2022,10,162,114,Emergency,Dr Smith,Yes,No,0,15,0
City Hospital,28.61,77.2,2023,2,3,3,Dental,Dr Singh,Yes,No,1,172,7
City Hospital,28.61,77.2,2023,9,29,22,Cardiology,Dr Lee,Yes,No,3,383,5
Green Valley Hospital,28.7,77.3,2024,9,46,31,Cardiology,Dr Wright,Yes,No,3,399,4
Green Valley Hospital,28.7,77.3,2024,0,1,1,Dental,Dr Wong,Yes,No,1,149,8
Metro Hospital,28.65,77.25,2024,16,33,18,Orthopedic,Dr Reddy,Yes,No,2,222,4
Green Valley Hospital,28.7,77.3,2022,2,11,8,Cardiology,Dr Gupta,Yes,No,3,355,8
Metro Hospital,28.65,77.25,2023,6,2,4,Dental,Dr Singh,Yes,No,1,146,7
Green Valley Hospital,28.7,77.3,2024,23,31,21,Cardiology,Dr Wright,Yes,No,3,385,5
City Hospital,28.61,77.2,2022,2,0,0,Dental,Dr Wong,Yes,No,1,189,7
City Hospital,28.61,77.2,2024,7,38,22,X-ray,Dr Das,Yes,No,4,475,4
City Hospital,28.61,77.2,2024,2,37,16,Emergency,Dr Smith,Yes,No,0,90,5
Green Valley Hospital,28.7,77.3,2022,11,58,30,X-ray,Dr Das,Yes,No,4,456,4
City Hospital,28.61,77.2,2023,1,10,7,Cardiology,Dr Kim,Yes,No,3,310,8
Metro Hospital,28.65,77.25,2023,22,43,28,Orthopedic,Dr Sharma,Yes,No,2,291,7
City Hospital,28.61,77.2,2022,8,48,31,Dental,Dr Ali,Yes,No,1,137,6
Green Valley Hospital,28.7,77.3,2023,12,81,54,Cardiology,Dr Kim,Yes,No,3,396,2
Green Valley Hospital,28.7,77.3,2023,9,30,23,Cardiology,Dr Kim,Yes,No,3,369,5
City Hospital,28.61,77.2,2023,14,65,42,Cardiology,Dr Lee,Yes,No,3,352,3
Metro Hospital,28.65,77.25,2022,13,63,44,Cardiology,Dr Wright,Yes,No,3,382,2
City Hospital,28.61,77.2,2022,3,17,13,X-ray,Dr Ray,Yes,No,4,495,8
Green Valley Hospital,28.7,77.3,2022,16,44,63,Cardiology,Dr Wright,No,Yes,3,389,5
City Hospital,28.61,77.2,2022,9,39,23,X-ray,Dr Ray,Yes,No,4,459,5
City Hospital,28.61,77.2,2024,21,56,38,X-ray,Dr Das,Yes,No,4,455,3
Green Valley Hospital,28.7,77.3,2023,2,9,5,X-ray,Dr Ray,Yes,No,4,433,8
Green Valley Hospital,28.7,77.3,2023,19,67,62,X-ray,Dr Ray,No,Yes,4,459,4
Green Valley Hospital,28.7,77.3,2023,17,33,25,X-ray,Dr Ray,Yes,No,4,499,4
Metro Hospital,28.65,77.25,2022,14,50,26,X-ray,Dr Ray,Yes,No,4,436,5
City Hospital,28.61,77.2,2022,7,99,45,Emergency,Dr Allen,Yes,No,0,13,0
City Hospital,28.61,77.2,2024,13,78,52,Cardiology,Dr Gupta,Yes,No,3,341,2
City Hospital,28.61,77.2,2022,10,92,57,Cardiology,Dr Lee,Yes,No,3,322,0
Green Valley Hospital,28.7,77.3,2022,3,15,10,X-ray,Dr Das,Yes,No,4,449,9
Green Valley Hospital,28.7,77.3,2022,21,94,43,Orthopedic,Dr Sharma,Yes,No,2,224,1
Green Valley Hospital,28.7,77.3,2022,7,32,19,Orthopedic,Dr Sharma,Yes,No,2,245,7
Metro Hospital,28.65,77.25,2022,12,63,34,Dental,Dr Singh,Yes,No,1,162,2
Green Valley Hospital,28.7,77.3,2024,5,15,8,X-ray,Dr Das,Yes,No,4,483,8
Metro Hospital,28.65,77.25,2022,0,35,20,Cardiology,Dr Gupta,Yes,No,3,314,4
City Hospital,28.61,77.2,2022,8,26,19,Cardiology,Dr Gupta,Yes,No,3,346,5
City Hospital,28.61,77.2,2023,23,91,40,Emergency,Dr Smith,Yes,No,0,84,2
Green Valley Hospital,28.7,77.3,2023,14,50,25,X-ray,Dr Ray,Yes,No,4,445,3
City Hospital,28.61,77.2,2022,21,86,54,Cardiology,Dr Wright,Yes,No,3,393,3
Metro Hospital,28.65,77.25,2024,8,30,47,Cardiology,Dr Gupta,No,Yes,3,318,5
Metro Hospital,28.65,77.25,2023,9,38,25,X-ray,Dr Ray,Yes,No,4,499,5
Metro Hospital,28.65,77.25,2022,4,8,37,Orthopedic,Dr Reddy,No,Yes,2,244,7
Green Valley Hospital,28.7,77.3,2023,12,72,50,Dental,Dr Singh,Yes,No,1,139,3
Green Valley Hospital,28.7,77.3,2024,19,74,44,X-ray,Dr Ray,Yes,No,4,418,4
Metro Hospital,28.65,77.25,2022,8,33,20,X-ray,Dr Ray,Yes,No,4,420,6
Metro Hospital,28.65,77.25,2023,10,92,62,Cardiology,Dr Wright,Yes,No,3,394,1
Metro Hospital,28.65,77.25,2023,19,94,57,Cardiology,Dr Lee,Yes,No,3,362,1
Metro Hospital,28.65,77.25,2022,17,47,24,Cardiology,Dr Lee,Yes,No,3,359,7
Metro Hospital,28.65,77.25,2022,0,92,89,Emergency,Dr Allen,No,Yes,0,52,1
City Hospital,28.61,77.2,2023,0,49,32,Orthopedic,Dr Patel,Yes,No,2,279,4
Metro Hospital,28.65,77.25,2024,22,29,21,X-ray,Dr Das,Yes,No,4,490,4
Metro Hospital,28.65,77.25,2023,12,66,39,Orthopedic,Dr Sharma,Yes,No,2,260,4
Green Valley Hospital,28.7,77.3,2024,21,81,37,Orthopedic,Dr Patel,Yes,No,2,259,1
Metro Hospital,28.65,77.25,2022,3,1,3,Dental,Dr Ali,Yes,No,1,198,6
Green Valley Hospital,28.7,77.3,2022,23,70,46,Emergency,Dr Allen,Yes,No,0,21,3
Green Valley Hospital,28.7,77.3,2023,3,2,3,Cardiology,Dr Lee,Yes,No,3,362,5
City Hospital,28.61,77.2,2022,10,88,58,Cardiology,Dr Kim,Yes,No,3,380,3
City Hospital,28.61,77.2,2023,18,133,80,Emergency,Dr Smith,Yes,No,0,16,0
City Hospital,28.61,77.2,2023,7,32,18,X-ray,Dr Das,Yes,No,4,494,5
City Hospital,28.61,77.2,2024,9,98,70,Emergency,Dr Smith,Yes,No,0,38,1
City Hospital,28.61,77.2,2023,17,25,13,Cardiology,Dr Lee,Yes,No,3,312,7
City Hospital,28.61,77.2,2023,12,59,36,X-ray,Dr Das,Yes,No,4,432,4
City Hospital,28.61,77.2,2024,5,9,5,Orthopedic,Dr Patel,Yes,No,2,245,6
Green Valley Hospital,28.7,77.3,2022,17,37,58,Orthopedic,Dr Sharma,No,Yes,2,292,6
Metro Hospital,28.65,77.25,2022,10,87,55,Orthopedic,Dr Verma,Yes,No,2,248,0
Green Valley Hospital,28.7,77.3,2022,17,43,24,Cardiology,Dr Kim,Yes,No,3,352,3
Metro Hospital,28.65,77.25,2023,9,42,27,Dental,Dr Singh,Yes,No,1,128,7
City Hospital,28.61,77.2,2024,18,85,54,Cardiology,Dr Kim,Yes,No,3,316,3
Green Valley Hospital,28.7,77.3,2023,22,47,27,Cardiology,Dr Lee,Yes,No,3,361,5
Green Valley Hospital,28.7,77.3,2022,19,92,96,Orthopedic,Dr Verma,No,Yes,2,270,0
Metro Hospital,28.65,77.25,2024,0,33,19,X-ray,Dr Ray,Yes,No,4,482,6
City Hospital,28.61,77.2,2024,17,40,19,Dental,Dr Ali,Yes,No,1,175,7
City Hospital,28.61,77.2,2022,11,68,31,X-ray,Dr Ray,Yes,No,4,448,2
City Hospital,28.61,77.2,2024,18,73,41,Orthopedic,Dr Sharma,Yes,No,2,285,2
Green Valley Hospital,28.7,77.3,2022,17,35,58,Cardiology,Dr Lee,No,Yes,3,327,7
City Hospital,28.61,77.2,2024,10,68,42,Cardiology,Dr Wright,Yes,No,3,361,3
City Hospital,28.61,77.2,2024,7,80,38,Emergency,Dr Smith,Yes,No,0,79,1
City Hospital,28.61,77.2,2024,21,2,27,Dental,Dr Singh,No,Yes,1,193,5
City Hospital,28.61,77.2,2022,10,90,60,Dental,Dr Wong,Yes,No,1,184,1
Green Valley Hospital,28.7,77.3,2022,19,80,56,Dental,Dr Ali,Yes,No,1,185,3
Green Valley Hospital,28.7,77.3,2024,0,28,43,Orthopedic,Dr Patel,No,Yes,2,284,8
Green Valley Hospital,28.7,77.3,2023,23,49,25,Orthopedic,Dr Verma,Yes,No,2,276,3
Metro Hospital,28.65,77.25,2024,1,15,11,X-ray,Dr Ray,Yes,No,4,444,8
Green Valley Hospital,28.7,77.3,2023,23,70,52,Emergency,Dr Doe,Yes,No,0,32,3
Metro Hospital,28.65,77.25,2024,4,5,4,Cardiology,Dr Wright,Yes,No,3,331,9
City Hospital,28.61,77.2,2022,1,1,4,Dental,Dr Ali,Yes,No,1,119,8
Green Valley Hospital,28.7,77.3,2022,8,86,52,Emergency,Dr Smith,Yes,No,0,51,3
Metro Hospital,28.65,77.25,2022,13,86,56,Orthopedic,Dr Reddy,Yes,No,2,246,2
City Hospital,28.61,77.2,2024,10,91,63,Dental,Dr Ali,Yes,No,1,129,0
Green Valley Hospital,28.7,77.3,2023,6,11,5,X-ray,Dr Ray,Yes,No,4,423,7
Green Valley Hospital,28.7,77.3,2022,13,69,37,Cardiology,Dr Gupta,Yes,No,3,348,2
Green Valley Hospital,28.7,77.3,2022,12,78,72,Orthopedic,Dr Sharma,No,Yes,2,262,3
Green Valley Hospital,28.7,77.3,2023,9,39,23,Cardiology,Dr Kim,Yes,No,3,370,3
City Hospital,28.61,77.2,2022,18,98,62,Cardiology,Dr Gupta,Yes,No,3,370,0
Metro Hospital,28.65,77.25,2023,8,53,31,Dental,Dr Wong,Yes,No,1,161,5
City Hospital,28.61,77.2,2023,14,60,37,X-ray,Dr Das,Yes,No,4,440,2
Metro Hospital,28.65,77.25,2024,5,6,3,Orthopedic,Dr Sharma,Yes,No,2,284,7
City Hospital,28.61,77.2,2023,8,80,91,Emergency,Dr Khan,No,Yes,0,57,3
City Hospital,28.61,77.2,2023,8,40,23,X-ray,Dr Das,Yes,No,4,446,6
City Hospital,28.61,77.2,2024,15,42,32,Orthopedic,Dr Reddy,Yes,No,2,245,7
City Hospital,28.61,77.2,2022,7,25,19,Orthopedic,Dr Reddy,Yes,No,2,219,4
Green Valley Hospital,28.7,77.3,2024,22,3,5,Dental,Dr Ali,Yes,No,1,150,7
City Hospital,28.61,77.2,2024,2,14,9,X-ray,Dr Ray,Yes,No,4,483,6
Green Valley Hospital,28.7,77.3,2022,15,46,31,Dental,Dr Ali,Yes,No,1,145,3
Metro Hospital,28.65,77.25,2022,9,27,17,Cardiology,Dr Wright,Yes,No,3,314,5
Green Valley Hospital,28.7,77.3,2022,18,76,53,Orthopedic,Dr Patel,Yes,No,2,247,2
Metro Hospital,28.65,77.25,2022,15,40,26,Dental,Dr Ali,Yes,No,1,119,6
City Hospital,28.61,77.2,2022,3,4,6,Orthopedic,Dr Reddy,Yes,No,2,288,6
City Hospital,28.61,77.2,2023,6,6,6,Cardiology,Dr Lee,Yes,No,3,364,8
Metro Hospital,28.65,77.25,2023,13,68,36,Dental,Dr Wong,Yes,No,1,186,3
City Hospital,28.61,77.2,2022,6,37,25,Emergency,Dr Khan,Yes,No,0,36,7
Metro Hospital,28.65,77.25,2022,3,2,4,Dental,Dr Singh,Yes,No,1,175,5
City Hospital,28.61,77.2,2022,8,36,15,X-ray,Dr Ray,Yes,No,4,436,4
City Hospital,28.61,77.2,2022,19,57,31,X-ray,Dr Das,Yes,No,4,478,4
Green Valley Hospital,28.7,77.3,2024,14,47,32,X-ray,Dr Das,Yes,No,4,443,4
Metro Hospital,28.65,77.25,2024,18,77,37,Dental,Dr Wong,Yes,No,1,169,3
Green Valley Hospital,28.7,77.3,2023,19,139,90,Emergency,Dr Doe,Yes,No,0,21,0
City Hospital,28.61,77.2,2022,13,68,44,Orthopedic,Dr Verma,Yes,No,2,287,4
City Hospital,28.61,77.2,2024,5,6,42,Cardiology,Dr Kim,No,Yes,3,344,7
Metro Hospital,28.65,77.25,2024,9,70,75,Emergency,Dr Doe,No,Yes,0,18,5
Green Valley Hospital,28.7,77.3,2024,16,25,13,Cardiology,Dr Kim,Yes,No,3,381,5
Metro Hospital,28.65,77.25,2024,4,7,6,Orthopedic,Dr Sharma,Yes,No,2,224,6
Green Valley Hospital,28.7,77.3,2024,9,38,27,Orthopedic,Dr Verma,Yes,No,2,290,8
Green Valley Hospital,28.7,77.3,2024,11,79,39,Dental,Dr Wong,Yes,No,1,170,1
Green Valley Hospital,28.7,77.3,2024,2,11,12,Orthopedic,Dr Verma,Yes,No,2,271,8
City Hospital,28.61,77.2,2023,10,63,37,Dental,Dr Singh,Yes,No,1,148,3
Green Valley Hospital,28.7,77.3,2022,11,65,37,Dental,Dr Ali,Yes,No,1,186,3
Metro Hospital,28.65,77.25,2022,21,74,52,Orthopedic,Dr Patel,Yes,No,2,239,1
Metro Hospital,28.65,77.25,2022,10,80,37,Orthopedic,Dr Reddy,Yes,No,2,272,2
Metro Hospital,28.65,77.25,2022,0,26,13,Cardiology,Dr Gupta,Yes,No,3,386,4
Metro Hospital,28.65,77.25,2024,6,8,7,Orthopedic,Dr Sharma,Yes,No,2,295,9
Green Valley Hospital,28.7,77.3,2024,2,3,40,Cardiology,Dr Kim,No,Yes,3,392,6
City Hospital,28.61,77.2,2023,9,42,29,Orthopedic,Dr Sharma,Yes,No,2,211,4
City Hospital,28.61,77.2,2022,19,64,49,X-ray,Dr Das,Yes,No,4,483,3
Metro Hospital,28.65,77.25,2024,3,14,40,X-ray,Dr Das,No,Yes,4,490,8
Metro Hospital,28.65,77.25,2023,1,9,9,Orthopedic,Dr Verma,Yes,No,2,259,9
City Hospital,28.61,77.2,2023,22,0,0,Dental,Dr Ali,Yes,No,1,183,8
City Hospital,28.61,77.2,2022,2,3,26,Cardiology,Dr Kim,No,Yes,3,380,8
City Hospital,28.61,77.2,2022,5,9,10,Orthopedic,Dr Patel,Yes,No,2,219,7
City Hospital,28.61,77.2,2023,22,54,31,Orthopedic,Dr Reddy,Yes,No,2,286,5
Metro Hospital,28.65,77.25,2022,13,80,45,Cardiology,Dr Kim,Yes,No,3,357,3
Green Valley Hospital,28.7,77.3,2024,20,98,62,Dental,Dr Singh,Yes,No,1,154,2
Metro Hospital,28.65,77.25,2022,23,34,16,Orthopedic,Dr Reddy,Yes,No,2,255,6
City Hospital,28.61,77.2,2024,17,64,29,Emergency,Dr Smith,Yes,No,0,72,3
City Hospital,28.61,77.2,2023,16,53,31,Cardiology,Dr Wright,Yes,No,3,344,5
City Hospital,28.61,77.2,2022,21,157,83,Emergency,Dr Khan,Yes,No,0,25,0
Metro Hospital,28.65,77.25,2023,1,11,8,X-ray,Dr Das,Yes,No,4,469,9
City Hospital,28.61,77.2,2024,12,86,41,Orthopedic,Dr Patel,Yes,No,2,242,2
City Hospital,28.61,77.2,2022,1,9,10,Orthopedic,Dr Reddy,Yes,No,2,213,6
Green Valley Hospital,28.7,77.3,2023,14,48,28,X-ray,Dr Das,Yes,No,4,483,5
Metro Hospital,28.65,77.25,2023,4,2,44,Dental,Dr Ali,No,Yes,1,197,7
Green Valley Hospital,28.7,77.3,2022,21,160,85,Emergency,Dr Smith,Yes,No,0,21,0
City Hospital,28.61,77.2,2024,17,28,16,Orthopedic,Dr Patel,Yes,No,2,231,6
Green Valley Hospital,28.7,77.3,2024,2,3,2,Orthopedic,Dr Patel,Yes,No,2,256,9
City Hospital,28.61,77.2,2023,2,12,6,X-ray,Dr Das,Yes,No,4,418,6
Green Valley Hospital,28.7,77.3,2022,13,58,44,X-ray,Dr Ray,Yes,No,4,411,4
Green Valley Hospital,28.7,77.3,2022,2,8,7,Orthopedic,Dr Reddy,Yes,No,2,210,10
Green Valley Hospital,28.7,77.3,2022,1,0,0,Dental,Dr Ali,Yes,No,1,152,5
Green Valley Hospital,28.7,77.3,2022,17,29,56,X-ray,Dr Das,No,Yes,4,488,4
City Hospital,28.61,77.2,2024,17,52,32,Dental,Dr Wong,Yes,No,1,156,6
Metro Hospital,28.65,77.25,2023,11,56,27,X-ray,Dr Ray,Yes,No,4,434,3
Green Valley Hospital,28.7,77.3,2024,3,0,0,Dental,Dr Wong,No,Yes,1,122,9
Metro Hospital,28.65,77.25,2023,10,62,35,Cardiology,Dr Lee,Yes,No,3,361,3
City Hospital,28.61,77.2,2024,1,20,16,X-ray,Dr Das,Yes,No,4,416,5
Metro Hospital,28.65,77.25,2023,6,12,8,X-ray,Dr Ray,Yes,No,4,464,6
Green Valley Hospital,28.7,77.3,2022,16,50,70,Orthopedic,Dr Patel,No,Yes,2,239,6
City Hospital,28.61,77.2,2024,11,116,82,Emergency,Dr Khan,Yes,No,0,39,0
City Hospital,28.61,77.2,2023,6,38,22,Emergency,Dr Khan,Yes,No,0,83,4
Green Valley Hospital,28.7,77.3,2024,13,56,35,X-ray,Dr Ray,Yes,No,4,481,4
City Hospital,28.61,77.2,2022,16,49,36,Orthopedic,Dr Reddy,Yes,No,2,264,5
Metro Hospital,28.65,77.25,2024,14,63,66,Dental,Dr Singh,No,Yes,1,140,4
City Hospital,28.61,77.2,2024,1,8,8,Cardiology,Dr Gupta,Yes,No,3,372,9
Metro Hospital,28.65,77.25,2023,15,46,26,Orthopedic,Dr Sharma,Yes,No,2,281,4
Green Valley Hospital,28.7,77.3,2022,21,64,30,X-ray,Dr Ray,Yes,No,4,434,2
Green Valley Hospital,28.7,77.3,2022,18,162,102,Emergency,Dr Allen,Yes,No,0,45,0
City Hospital,28.61,77.2,2023,6,11,6,X-ray,Dr Das,Yes,No,4,451,7
Metro Hospital,28.65,77.25,2023,5,8,5,Orthopedic,Dr Reddy,Yes,No,2,246,6
Green Valley Hospital,28.7,77.3,2024,6,2,6,Cardiology,Dr Lee,Yes,No,3,314,8
City Hospital,28.61,77.2,2022,1,4,6,Orthopedic,Dr Reddy,Yes,No,2,236,6
Green Valley Hospital,28.7,77.3,2022,12,120,73,Emergency,Dr Khan,Yes,No,0,97,0
Green Valley Hospital,28.7,77.3,2022,22,41,28,Cardiology,Dr Lee,Yes,No,3,377,6
Green Valley Hospital,28.7,77.3,2024,21,157,105,Emergency,Dr Smith,Yes,No,0,73,0
City Hospital,28.61,77.2,2024,3,27,15,Emergency,Dr Doe,Yes,No,0,25,5
City Hospital,28.61,77.2,2022,16,39,28,Orthopedic,Dr Reddy,Yes,No,2,255,6
Green Valley Hospital,28.7,77.3,2024,21,93,66,Cardiology,Dr Kim,Yes,No,3,336,1
City Hospital,28.61,77.2,2023,23,40,27,X-ray,Dr Das,Yes,No,4,474,4
Metro Hospital,28.65,77.25,2024,1,6,5,Orthopedic,Dr Patel,Yes,No,2,263,7
City Hospital,28.61,77.2,2022,3,11,10,Orthopedic,Dr Verma,Yes,No,2,226,8
Metro Hospital,28.65,77.25,2023,3,0,0,Dental,Dr Wong,Yes,No,1,157,10
Metro Hospital,28.65,77.25,2022,12,165,112,Emergency,Dr Allen,Yes,No,0,12,0
City Hospital,28.61,77.2,2024,7,61,42,Emergency,Dr Khan,Yes,No,0,65,3
City Hospital,28.61,77.2,2024,19,73,31,Orthopedic,Dr Verma,Yes,No,2,277,2
City Hospital,28.61,77.2,2024,18,99,68,Orthopedic,Dr Patel,Yes,No,2,246,0
Green Valley Hospital,28.7,77.3,2023,16,52,27,Cardiology,Dr Lee,Yes,No,3,364,5
City Hospital,28.61,77.2,2022,7,33,20,Orthopedic,Dr Verma,Yes,No,2,257,6
City Hospital,28.61,77.2,2023,7,46,26,Cardiology,Dr Wright,Yes,No,3,369,5
City Hospital,28.61,77.2,2024,9,83,62,Emergency,Dr Allen,Yes,No,0,41,3
Metro Hospital,28.65,77.25,2022,9,47,65,Dental,Dr Singh,No,Yes,1,199,4
Metro Hospital,28.65,77.25,2023,9,89,66,Emergency,Dr Doe,Yes,No,0,72,1
Metro Hospital,28.65,77.25,2022,5,5,3,Cardiology,Dr Lee,Yes,No,3,352,9
Metro Hospital,28.65,77.25,2024,23,51,31,Cardiology,Dr Lee,Yes,No,3,372,2
Metro Hospital,28.65,77.25,2024,20,84,54,Orthopedic,Dr Verma,Yes,No,2,210,2
Green Valley Hospital,28.7,77.3,2024,22,26,18,Cardiology,Dr Gupta,Yes,No,3,355,7
Metro Hospital,28.65,77.25,2023,2,13,10,X-ray,Dr Ray,Yes,No,4,453,10
Metro Hospital,28.65,77.25,2024,3,5,3,Cardiology,Dr Gupta,Yes,No,3,357,9
Green Valley Hospital,28.7,77.3,2022,16,27,23,Cardiology,Dr Wright,Yes,No,3,397,7
Green Valley Hospital,28.7,77.3,2023,21,155,101,Emergency,Dr Khan,Yes,No,0,94,0
Green Valley Hospital,28.7,77.3,2022,4,4,6,Orthopedic,Dr Patel,Yes,No,2,262,5
City Hospital,28.61,77.2,2022,10,79,41,Cardiology,Dr Wright,Yes,No,3,336,1
Metro Hospital,28.65,77.25,2024,13,45,31,X-ray,Dr Ray,Yes,No,4,456,5
City Hospital,28.61,77.2,2024,17,107,64,Emergency,Dr Doe,Yes,No,0,70,0
City Hospital,28.61,77.2,2022,17,47,29,Dental,Dr Singh,Yes,No,1,160,4
Green Valley Hospital,28.7,77.3,2022,6,16,38,X-ray,Dr Das,No,Yes,4,469,6
City Hospital,28.61,77.2,2022,19,92,49,Orthopedic,Dr Patel,Yes,No,2,295,1
Green Valley Hospital,28.7,77.3,2022,4,21,16,X-ray,Dr Das,Yes,No,4,434,6
City Hospital,28.61,77.2,2023,9,30,45,X-ray,Dr Das,No,Yes,4,440,5
Metro Hospital,28.65,77.25,2022,3,7,7,Orthopedic,Dr Patel,Yes,No,2,294,7
Metro Hospital,28.65,77.25,2022,9,104,46,Emergency,Dr Khan,Yes,No,0,29,0
Green Valley Hospital,28.7,77.3,2022,9,42,69,Orthopedic,Dr Sharma,No,Yes,2,239,5
Green Valley Hospital,28.7,77.3,2023,0,34,21,X-ray,Dr Ray,Yes,No,4,479,7
Metro Hospital,28.65,77.25,2024,20,76,44,Dental,Dr Ali,Yes,No,1,144,1
Green Valley Hospital,28.7,77.3,2022,3,10,38,Cardiology,Dr Wright,No,Yes,3,380,9
